---OutputTable---
time=49045
table_size=7437
[1] - <188 3404 4404 4428 7102 7112 > true count=774, estimated count=38190, Key=1091166
[2556] - <17 170 188 3404 4404 4426 4434 7062 7102 > true count=591, estimated count=38765, Key=6058903
[2557] - <170 260 265 3404 4404 4428 4432 4434 7102 > true count=750, estimated count=38460, Key=6198611
[2558] - <180 184 188 260 265 3404 4404 4430 4436 4438 > true count=415, estimated count=38571, Key=3623577
[2559] - <17 170 180 184 188 260 265 4432 4434 4436 4438 7062 > true count=647, estimated count=38793, Key=1940422
[2560] - <170 188 3404 4404 4426 4432 4434 4438 7092 7112 > true count=776, estimated count=38626, Key=5828884
[2561] - <170 180 184 4426 4428 4434 4436 4438 4940 7092 7102 7112 > true count=10023, estimated count=38653, Key=4435926
[2562] - <4426 4430 4432 4940 7092 7102 7112 > true count=10006, estimated count=38813, Key=4090306
[2563] - <180 184 4428 4438 4940 7082 7092 7112 > true count=9811, estimated count=38775, Key=2189320
[2564] - <17 180 184 188 3404 4404 4426 4434 7062 7112 > true count=1105, estimated count=39256, Key=5502959
[2565] - <17 188 260 265 3404 4404 4436 4438 7062 7092 > true count=2862, estimated count=39069, Key=5773834
[2566] - <4426 4428 4432 4434 4438 4940 7062 7082 7092 > true count=9837, estimated count=38246, Key=6708142
[2567] - <17 170 188 3404 4404 4426 4428 4940 7062 7112 > true count=1093, estimated count=39095, Key=7249023
[2568] - <260 265 4428 4430 4434 4940 7062 7112 > true count=37552, estimated count=38233, Key=523637
[2569] - <188 3404 4404 4428 4432 4434 4436 7062 7102 > true count=777, estimated count=38193, Key=164830
[2570] - <170 180 184 4426 4428 4434 4436 4438 7062 7092 7102 7112 > true count=12625, estimated count=38621, Key=5596660
[2571] - <170 180 184 3404 4404 4426 4428 4430 4436 4438 7062 > true count=38465, estimated count=38773, Key=1601018
[2572] - <170 4428 4432 4434 4438 7062 7082 7112 > true count=10194, estimated count=38574, Key=3011894
[2573] - <17 170 188 260 265 3404 4404 4428 4432 4438 4940 7062 > true count=1819, estimated count=38715, Key=2872424
[2574] - <170 3404 4404 4426 4436 4438 4940 7062 7102 > true count=8794, estimated count=38291, Key=2414330
[2575] - <188 4430 4432 4434 4436 4438 7102 7112 > true count=10144, estimated count=40025, Key=1199384
[2576] - <17 170 180 184 4426 4428 4430 4432 4434 4940 7062 > true count=199, estimated count=38241, Key=3365367
[2577] - <3404 4404 4426 4436 4438 4940 7092 7102 > true count=8735, estimated count=38458, Key=2943930
[2578] - <17 170 180 184 188 4436 4940 7062 7112 > true count=1093, estimated count=38902, Key=5320133
[2579] - <170 188 3404 4404 4428 4436 4438 4940 7062 7112 > true count=26274, estimated count=38906, Key=5850482
[2580] - <17 180 184 188 4426 4428 4430 4432 4434 4438 7062 7092 > true count=379, estimated count=38550, Key=7262675
[2581] - <17 170 260 265 3404 4404 4428 4436 7062 7092 > true count=2841, estimated count=39203, Key=5728618
[2582] - <3404 4404 4428 4430 4434 4438 4940 7062 7112 > true count=27137, estimated count=38801, Key=3002004
[2583] - <170 188 3404 4404 4428 4430 4432 4438 7112 > true count=38276, estimated count=38352, Key=4588670
[2584] - <188 4426 4428 4430 4438 7062 7092 7102 7112 > true count=10053, estimated count=38304, Key=6932394
[2585] - <17 170 180 184 188 260 265 4426 4428 4434 4436 7092 > true count=380, estimated count=38284, Key=2013160
[2586] - <17 180 184 188 3404 4404 4432 4434 4436 4438 7062 7092 > true count=423, estimated count=38582, Key=4377191
[2587] - <3404 4404 4428 4430 4432 4438 7092 7112 > true count=38338, estimated count=38413, Key=1120284
[2588] - <17 180 184 188 260 265 4430 4438 4940 7062 7092 > true count=433, estimated count=38342, Key=2468204
[2589] - <17 170 260 265 3404 4404 4432 4434 4940 7062 7092 > true count=1808, estimated count=38749, Key=3683052
[2590] - <4426 4432 4434 4436 4438 4940 7062 7082 7102 > true count=9905, estimated count=38363, Key=6722244
[2591] - <17 180 184 260 265 4428 4432 4434 4438 7062 7092 7112 > true count=288, estimated count=38307, Key=6818280
[2592] - <170 180 184 3404 4404 4426 4428 4434 4438 7062 7092 7112 > true count=9258, estimated count=39205, Key=1937690
[2593] - <180 184 4430 4940 7082 7102 > true count=9816, estimated count=38569, Key=291398
[2594] - <180 184 260 265 3404 4404 4428 4434 4940 7112 > true count=3674, estimated count=39452, Key=4600283
[2595] - <17 180 184 4426 4430 4432 4436 4438 7062 > true count=2033, estimated count=39490, Key=673601
[2596] - <180 184 188 4428 4432 4434 4438 7062 7092 7102 7112 > true count=10039, estimated count=38703, Key=1127964
[2597] - <17 170 180 184 188 3404 4404 4432 4436 4438 4940 > true count=345, estimated count=38329, Key=5588205
[2598] - <170 260 265 4430 4436 4438 7102 > true count=38420, estimated count=38448, Key=1282049
[2599] - <17 180 184 188 3404 4404 4428 4438 7062 7112 > true count=3554, estimated count=39476, Key=5511805
[2600] - <170 188 260 265 4428 4436 4438 4940 7112 > true count=5124, estimated count=38855, Key=24181
[2601] - <180 184 260 265 4436 4438 7102 7112 > true count=5820, estimated count=38849, Key=440609
[2602] - <17 170 180 184 188 260 265 4426 4428 4436 4940 7062 7092 > true count=113, estimated count=38293, Key=5834072
[2603] - <17 180 184 188 260 265 4436 4438 7062 7102 > true count=444, estimated count=38597, Key=4570268
[2604] - <17 170 188 260 265 4430 4438 4940 7092 > true count=432, estimated count=38223, Key=3439216
[2605] - <170 260 265 3404 4404 4428 4438 7092 7102 > true count=5521, estimated count=38409, Key=6227795
[2606] - <170 188 4428 4430 4432 4438 4940 7062 7092 7102 > true count=10033, estimated count=38796, Key=1904538
[2607] - <170 4426 4428 4430 4434 4436 4438 4940 7062 7092 7102 > true count=12469, estimated count=39226, Key=1125182
[2608] - <170 260 265 4426 4430 4432 4438 4940 7062 7092 > true count=1813, estimated count=38649, Key=2042475
[2609] - <170 3404 4404 4430 4436 4438 7062 7112 > true count=27364, estimated count=38725, Key=418920
[2610] - <17 180 184 260 265 3404 4404 4428 4432 4438 7062 7092 > true count=2859, estimated count=38932, Key=7184594
[2611] - <170 188 260 265 4428 4434 4436 4438 7062 7102 > true count=756, estimated count=38601, Key=1208683
[2612] - <17 188 260 265 4428 4432 4438 4940 7112 > true count=1091, estimated count=38744, Key=9704
[2613] - <188 260 265 4426 4436 4438 7062 7092 7102 > true count=722, estimated count=38482, Key=4989141
[2614] - <180 184 188 260 265 4434 4436 4438 7062 7092 7102 > true count=413, estimated count=38305, Key=3805961
[2615] - <188 260 265 4426 4428 4432 4436 4438 7102 > true count=755, estimated count=38482, Key=833463
[2616] - <170 180 184 3404 4404 4438 7062 7102 7112 > true count=26408, estimated count=38508, Key=2726480
[2617] - <3404 4404 4426 4430 4432 4434 4438 7112 > true count=36887, estimated count=38327, Key=4370168
[2618] - <180 184 188 260 265 3404 4404 4430 4434 4438 7062 7092 > true count=426, estimated count=38216, Key=7192957
[2619] - <170 180 184 188 3404 4404 4438 7062 7082 > true count=293, estimated count=38260, Key=4329084
[2620] - <180 184 188 4428 4430 4432 4436 4438 7062 7092 7102 > true count=10040, estimated count=38332, Key=1055208
[2621] - <3404 4404 4432 4438 4940 7062 7092 7102 > true count=8427, estimated count=38311, Key=4434170
[2622] - <170 180 184 188 260 265 3404 4404 4428 4430 4432 4438 7062 > true count=1751, estimated count=39168, Key=4105289
[2623] - <17 188 260 265 3404 4404 4426 7062 7102 > true count=590, estimated count=38518, Key=4538060
[2624] - <17 180 184 188 3404 4404 4430 4434 4436 > true count=422, estimated count=38611, Key=2843573
[2625] - <17 170 188 260 265 4426 4438 7092 7102 > true count=749, estimated count=38765, Key=3432514
[2626] - <170 188 4436 4438 4940 7062 7082 7092 7102 > true count=9851, estimated count=38427, Key=5970274
[2627] - <17 170 188 3404 4404 4432 4436 4438 4940 7062 > true count=1098, estimated count=38763, Key=6083191
[2628] - <17 180 184 188 3404 4404 4428 4430 4432 4438 7092 > true count=385, estimated count=38276, Key=7421197
[2629] - <170 180 184 188 260 265 4430 4434 4438 4940 7092 > true count=423, estimated count=38503, Key=7085821
[2630] - <170 180 184 260 265 4428 4434 4436 4438 7062 7102 > true count=36580, estimated count=38996, Key=2296319
[2631] - <170 188 260 265 4428 4432 4438 7092 7102 > true count=752, estimated count=38514, Key=6539
[2632] - <17 170 188 4428 4432 4434 4940 7062 7112 > true count=1092, estimated count=38381, Key=2947851
[2633] - <17 260 265 3404 4404 4428 4434 4436 4438 7092 > true count=619, estimated count=38732, Key=5966162
[2634] - <260 265 4428 4430 4434 4438 7062 7092 7112 > true count=4133, estimated count=38422, Key=2616219
[2635] - <17 170 188 4426 4430 4434 7062 7112 > true count=1096, estimated count=38969, Key=929515
[2636] - <17 180 184 188 260 265 4426 4428 4432 4434 4438 7062 7112 > true count=342, estimated count=38340, Key=1034910
[2637] - <17 180 184 4428 4434 4436 4438 4940 7062 7092 > true count=2849, estimated count=39061, Key=1928319
[2638] - <180 184 188 260 265 3404 4404 4426 4438 4940 7062 7112 > true count=1094, estimated count=38706, Key=367079
[2639] - <170 180 184 4426 4428 4430 4436 4438 7062 7102 7112 > true count=12569, estimated count=38495, Key=1063668
[2640] - <17 170 180 184 188 260 265 4426 4428 4430 4434 4438 7062 > true count=380, estimated count=38248, Key=4997434
[2641] - <17 260 265 3404 4404 4432 4438 7062 7092 7112 > true count=527, estimated count=38567, Key=7477114
[2642] - <17 170 180 184 188 260 265 3404 4404 4430 7062 7092 > true count=432, estimated count=38427, Key=7227712
[2643] - <17 180 184 3404 4404 4426 4428 4432 4434 4436 4438 7062 > true count=343, estimated count=38206, Key=781121
[2644] - <3403 3404 4404 4436 4438 7092 > true count=26348, estimated count=38275, Key=1215369
[2645] - <17 170 180 184 260 265 4426 4428 4434 4436 4438 7092 > true count=381, estimated count=38317, Key=5634502
[2646] - <170 188 4428 4432 4436 4438 4940 7062 7082 > true count=9848, estimated count=39063, Key=685692
[2647] - <170 180 184 188 4432 4434 7062 7082 7092 > true count=9410, estimated count=39022, Key=3868680
[2648] - <17 170 188 260 265 4434 4940 7062 7112 > true count=1095, estimated count=38704, Key=5685944
[2649] - <170 180 184 188 3404 4404 4426 4428 4436 4438 4940 7092 > true count=9149, estimated count=38899, Key=121666
[2650] - <188 260 265 4426 4430 4432 4436 4438 7062 > true count=1717, estimated count=38952, Key=817081
[2651] - <260 265 3404 4404 4426 4432 4436 7112 > true count=5125, estimated count=39081, Key=762637
[2652] - <17 188 4430 4432 4436 4438 7062 7092 > true count=387, estimated count=38538, Key=6195535
[2653] - <170 4430 4432 4434 4436 4438 4940 7062 7092 7102 > true count=12634, estimated count=38446, Key=4248796
[2654] - <17 188 260 265 4428 4434 4438 7092 7112 > true count=731, estimated count=38624, Key=19018
[2655] - <180 184 188 260 265 4426 4432 4434 4436 4438 7062 7092 > true count=425, estimated count=38521, Key=3477625
[2656] - <17 170 188 3404 4404 4432 4438 7092 7112 > true count=779, estimated count=38776, Key=6103573
[2657] - <170 4428 4430 4432 4434 4436 4438 7062 7102 7112 > true count=12641, estimated count=38819, Key=2027016
[2658] - <260 265 4432 4438 7062 7102 7112 > true count=37775, estimated count=38732, Key=724929
[2659] - <17 170 180 184 4426 4428 4432 4436 4438 7092 7112 > true count=288, estimated count=38310, Key=6120859
[2660] - <180 184 188 4426 4428 4434 4436 4438 4940 7062 7082 7102 > true count=171, estimated count=38342, Key=4338820
[2661] - <170 180 184 188 260 265 3404 4404 4426 4428 4432 4438 7062 7092 > true count=5529, estimated count=38801, Key=5455469
[2662] - <170 180 184 4426 4432 4434 4436 4438 7062 7082 7102 > true count=9888, estimated count=38528, Key=1044478
[2663] - <17 170 188 4428 4432 4434 4438 4940 7112 > true count=1093, estimated count=38300, Key=726387
[2664] - <17 180 184 188 260 265 4432 4436 4438 4940 > true count=1104, estimated count=39027, Key=460156
[2665] - <180 184 3404 4404 4426 4438 4940 7092 7102 > true count=8743, estimated count=38553, Key=6852694
[2666] - <170 180 184 188 260 265 4428 4432 4438 4940 7112 > true count=1094, estimated count=38467, Key=7116837
[2667] - <260 265 4430 4436 4438 7062 7102 > true count=37839, estimated count=38478, Key=817659
[2668] - <4426 4428 4430 4432 4436 4438 7092 7102 7112 > true count=10014, estimated count=38822, Key=5042128
[2669] - <170 188 4426 4428 4430 4432 4438 4940 7062 7102 > true count=12530, estimated count=38510, Key=7133236
[2670] - <4432 4434 4436 4438 7062 7082 7102 7112 > true count=10212, estimated count=38486, Key=2905742
[2671] - <17 170 3404 4404 4426 4430 4432 4434 4438 7062 > true count=1811, estimated count=38330, Key=4289689
[2672] - <188 3404 4404 4426 4428 4434 4436 4438 7062 7102 > true count=780, estimated count=38801, Key=1353702
[2673] - <260 265 3404 4404 4426 4432 4434 4436 4438 4940 > true count=5136, estimated count=39095, Key=1749965
[2674] - <170 260 265 4426 4428 4432 4434 4438 4940 7112 > true count=36688, estimated count=38652, Key=882637
[2675] - <170 188 3404 4404 4430 4438 7102 > true count=38233, estimated count=38580, Key=5032184
[2676] - <170 180 184 188 3404 4404 4430 4434 4438 4940 7062 7092 > true count=423, estimated count=38296, Key=4986554
[2677] - <188 3404 4404 4432 4436 4438 4940 7062 7112 > true count=26328, estimated count=38314, Key=2431776
[2678] - <188 3404 4404 4428 4432 4438 4940 7092 7112 > true count=26172, estimated count=39037, Key=2412838
[2679] - <17 170 4426 4428 4432 4436 4940 7092 > true count=943, estimated count=38806, Key=4273281
[2680] - <3404 4404 4428 4430 4432 7062 7092 7112 > true count=26849, estimated count=38763, Key=3016828
[2681] - <17 170 180 184 260 265 4428 4432 4434 4436 4438 7062 > true count=642, estimated count=38547, Key=5560878
[2682] - <180 184 188 3404 4404 4426 4436 4438 7062 7092 7112 > true count=415, estimated count=38593, Key=6441346
[2683] - <17 180 184 260 265 3404 4404 4426 4428 4432 4438 4940 7062 > true count=344, estimated count=38352, Key=6318572
[2684] - <188 4432 4434 4436 4438 7082 7112 > true count=10134, estimated count=38649, Key=3217682
[2685] - <170 188 260 265 3404 4404 4426 4432 4434 4438 7112 > true count=1095, estimated count=38695, Key=204705
[2686] - <170 188 260 265 4432 4438 7062 7092 7102 > true count=756, estimated count=38790, Key=4139725
[2687] - <170 180 184 260 265 4426 4428 4436 4438 7092 7112 > true count=288, estimated count=38366, Key=2319431
[2688] - <17 170 180 184 188 4426 4428 4432 4434 4436 7102 > true count=218, estimated count=38323, Key=6159405
[2689] - <180 184 188 260 265 3404 4404 4428 4430 4432 4434 > true count=423, estimated count=38244, Key=4949881
[2690] - <4428 4430 4432 4434 4436 4438 7062 7082 > true count=10218, estimated count=38446, Key=1026754
[2691] - <260 265 4426 4428 4432 4434 4436 4438 7102 > true count=754, estimated count=38710, Key=5972283
[2692] - <17 170 180 184 188 260 265 3404 4404 4430 4434 4438 7062 > true count=424, estimated count=38276, Key=4983284
[2693] - <170 260 265 4430 4432 4438 7062 7102 > true count=37607, estimated count=38578, Key=1101315
[2694] - <170 180 184 260 265 4430 4432 4436 4940 > true count=36384, estimated count=38418, Key=2235749
[2695] - <188 260 265 4426 4430 4436 4940 7062 > true count=1708, estimated count=39811, Key=6699299
[2696] - <17 170 260 265 3404 4404 4426 4430 4434 4438 > true count=424, estimated count=38275, Key=1020488
[2697] - <188 260 265 3404 4404 4426 4432 4434 4438 7062 7112 > true count=1097, estimated count=39136, Key=5087673
[2698] - <170 180 184 188 260 265 4426 4428 4430 4438 7062 7092 > true count=5551, estimated count=38640, Key=3382915
[2699] - <170 180 184 188 3403 3404 4404 4438 7062 7092 > true count=26465, estimated count=38935, Key=1797525
[2700] - <17 180 184 188 4432 4434 4436 4438 4940 7092 > true count=344, estimated count=38482, Key=7295261
[2701] - <180 184 188 260 265 3404 4404 4426 4428 4436 4940 > true count=1097, estimated count=38303, Key=5962159
[2702] - <188 4426 4434 4436 4438 7062 7082 7092 7102 > true count=9885, estimated count=38733, Key=6902036
[2703] - <17 180 184 188 260 265 3404 4404 4428 4432 4434 > true count=2854, estimated count=39840, Key=4122496
[2704] - <17 170 180 184 188 260 265 3404 4404 4432 4438 7062 7112 > true count=342, estimated count=38200, Key=4886140
[2705] - <180 184 188 3404 4404 4430 4434 4436 4438 7092 > true count=422, estimated count=38324, Key=5837282
[2706] - <170 180 184 188 4426 4428 4432 4436 4438 7062 7082 > true count=9841, estimated count=38746, Key=6042710
[2707] - <17 180 184 188 4432 4434 4438 4940 7062 7102 > true count=343, estimated count=38239, Key=977629
[2708] - <180 184 4426 4428 4434 4438 4940 7062 7082 7092 > true count=9880, estimated count=38471, Key=1883654
